date,dealer_id,bays_express,bay_capacity_hours,express_lane_ros,utilization,ro_per_bay_hour
2025-08-25,D018,3,144,154,0.7032312126757165,1.0694
2025-09-01,D018,3,144,187,0.7456128664979189,1.2986
2025-03-10,D019,3,144,96,0.406107399074047,0.6667
2025-03-17,D019,3,144,90,0.33406504796032926,0.625
2025-03-24,D019,3,144,77,0.38923463299850036,0.5347
2025-03-31,D019,3,144,65,0.33461344252821557,0.4514
2025-04-07,D019,3,144,80,0.3763313502180628,0.5556
2025-04-14,D019,3,144,81,0.4277526031037463,0.5625
2025-04-21,D019,3,144,93,0.4048304924942897,0.6458
2025-04-28,D019,3,144,79,0.44014414838603266,0.5486
2025-05-05,D019,3,144,89,0.43622903781839567,0.6181
2025-05-12,D019,3,144,86,0.352217060509833,0.5972
2025-05-19,D019,3,144,77,0.39828287031109444,0.5347
2025-05-26,D019,3,144,63,0.4502761485933417,0.4375
2025-06-02,D019,3,144,75,0.3910404486939848,0.5208
2025-06-09,D019,3,144,77,0.47009337487756037,0.5347
2025-06-16,D019,3,144,87,0.43443320838836164,0.6042
2025-06-23,D019,3,144,72,0.4079496513875218,0.5
2025-06-30,D019,3,144,79,0.40058058143357417,0.5486
2025-07-07,D019,3,144,83,0.3665763056474049,0.5764
2025-07-14,D019,3,144,88,0.385705658775845,0.6111
2025-07-21,D019,3,144,86,0.43988011248060216,0.5972
2025-07-28,D019,3,144,87,0.4188653909508118,0.6042
2025-08-04,D019,3,144,58,0.34192523834443694,0.4028
2025-08-11,D019,3,144,67,0.5116336077038528,0.4653
2025-08-18,D019,3,144,96,0.45878787648706665,0.6667
2025-08-25,D019,3,144,86,0.3481611347362093,0.5972
2025-09-01,D019,3,144,64,0.32243425176638046,0.4444
2025-03-10,D020,4,192,94,0.3655535401634247,0.4896
2025-03-17,D020,4,192,77,0.42407949168584375,0.401
2025-03-24,D020,4,192,85,0.44177507987421755,0.4427
2025-03-31,D020,4,192,96,0.42784280683491055,0.5
2025-04-07,D020,4,192,77,0.43102861305091794,0.401
2025-04-14,D020,4,192,94,0.43599087185882557,0.4896
2025-04-21,D020,4,192,75,0.47558980629378905,0.3906
2025-04-28,D020,4,192,84,0.4587729854306172,0.4375
2025-05-05,D020,4,192,97,0.3497723727588313,0.5052
2025-05-12,D020,4,192,97,0.43843879241166966,0.5052
2025-05-19,D020,4,192,95,0.42176515090464395,0.4948
2025-05-26,D020,4,192,91,0.4456577511290427,0.474
2025-06-02,D020,4,192,90,0.4002665911291577,0.4688
2025-06-09,D020,4,192,110,0.41334454189215836,0.5729
2025-06-16,D020,4,192,101,0.43665462530305565,0.526
2025-06-23,D020,4,192,91,0.4465462303307577,0.474
2025-06-30,D020,4,192,75,0.44048005928097755,0.3906
2025-07-07,D020,4,192,94,0.46376921276302224,0.4896
2025-07-14,D020,4,192,90,0.40125772742676163,0.4688
2025-07-21,D020,4,192,108,0.4603900176898695,0.5625
2025-07-28,D020,4,192,76,0.43872458994469204,0.3958
2025-08-04,D020,4,192,81,0.4935400517709399,0.4219
2025-08-11,D020,4,192,100,0.4351644868596338,0.5208
2025-08-18,D020,4,192,98,0.44086228999436744,0.5104
2025-08-25,D020,4,192,99,0.5199875568467902,0.5156
2025-09-01,D020,4,192,90,0.38414080253670857,0.4688
2025-03-10,D021,5,240,188,0.8184831349470377,0.7833
2025-03-17,D021,5,240,217,0.8144467744657361,0.9042
2025-03-24,D021,5,240,197,0.786792254315185,0.8208
2025-03-31,D021,5,240,202,0.802952091889323,0.8417
2025-04-07,D021,5,240,149,0.758893213302598,0.6208
2025-04-14,D021,5,240,205,0.6991392361223343,0.8542
2025-04-21,D021,5,240,234,0.8184715785950785,0.975
2025-04-28,D021,5,240,240,0.7550628028101859,1.0
2025-05-05,D021,5,240,234,0.8040975049590698,0.975
2025-05-12,D021,5,240,154,0.821371626471456,0.6417
2025-05-19,D021,5,240,213,0.776960744157199,0.8875
2025-05-26,D021,5,240,230,0.7516916576599207,0.9583
2025-06-02,D021,5,240,215,0.7695799279240283,0.8958
2025-06-09,D021,5,240,231,0.799030387496033,0.9625
2025-06-16,D021,5,240,207,0.7589874162729618,0.8625
2025-06-23,D021,5,240,255,0.7270082899051789,1.0625
2025-06-30,D021,5,240,258,0.7203209518834306,1.075
2025-07-07,D021,5,240,261,0.7254235728845593,1.0875
2025-07-14,D021,5,240,195,0.774525600495817,0.8125
2025-07-21,D021,5,240,208,0.8119089289275178,0.8667
2025-07-28,D021,5,240,198,0.7511655706033601,0.825
2025-08-04,D021,5,240,187,0.8389065622909637,0.7792
2025-08-11,D021,5,240,254,0.7975844979321041,1.0583
2025-08-18,D021,5,240,240,0.7704097806841504,1.0
2025-08-25,D021,5,240,252,0.7730438846024107,1.05
2025-09-01,D021,5,240,218,0.8184862512427966,0.9083
2025-03-10,D022,3,144,91,0.35418619952975405,0.6319
2025-03-17,D022,3,144,81,0.36699556905159125,0.5625
2025-03-24,D022,3,144,77,0.4796491032927765,0.5347
2025-03-31,D022,3,144,73,0.47319474033663683,0.5069
2025-04-07,D022,3,144,86,0.4802254597680437,0.5972
2025-04-14,D022,3,144,95,0.48126123214889266,0.6597
2025-04-21,D022,3,144,90,0.423700689302621,0.625
2025-04-28,D022,3,144,98,0.46014609018801916,0.6806
2025-05-05,D022,3,144,67,0.47565947396013863,0.4653
2025-05-12,D022,3,144,69,0.4702375752891182,0.4792
2025-05-19,D022,3,144,95,0.4973489072584758,0.6597
2025-05-26,D022,3,144,77,0.49313674950428715,0.5347
2025-06-02,D022,3,144,73,0.47133061913290364,0.5069
2025-06-09,D022,3,144,90,0.43226831782719954,0.625
2025-06-16,D022,3,144,79,0.5142466893550041,0.5486
2025-06-23,D022,3,144,83,0.494097829265478,0.5764
2025-06-30,D022,3,144,86,0.36258421758690745,0.5972
2025-07-07,D022,3,144,103,0.5044610030928129,0.7153
2025-07-14,D022,3,144,82,0.4540147447401301,0.5694
2025-07-21,D022,3,144,95,0.43257230336877184,0.6597
2025-07-28,D022,3,144,99,0.41210166316675206,0.6875
2025-08-04,D022,3,144,72,0.3965962069220435,0.5
2025-08-11,D022,3,144,104,0.44729705886807697,0.7222
2025-08-18,D022,3,144,99,0.4479343142497017,0.6875
2025-08-25,D022,3,144,91,0.44150174662231395,0.6319
2025-09-01,D022,3,144,79,0.47434209592112697,0.5486
2025-03-10,D023,3,144,202,0.6273317146769493,1.4028
2025-03-17,D023,3,144,148,0.6593205371596631,1.0278
2025-03-24,D023,3,144,180,0.6637227499629431,1.25
2025-03-31,D023,3,144,179,0.649267996313268,1.2431
2025-04-07,D023,3,144,169,0.7251254247197544,1.1736
2025-04-14,D023,3,144,149,0.7078980982604604,1.0347
2025-04-21,D023,3,144,169,0.6235387475270161,1.1736
2025-04-28,D023,3,144,163,0.7545841670938898,1.1319
2025-05-05,D023,3,144,146,0.7104764751416508,1.0139
2025-05-12,D023,3,144,158,0.6960846110121729,1.0972
2025-05-19,D023,3,144,150,0.7731548011388267,1.0417
2025-05-26,D023,3,144,160,0.6470588940249417,1.1111
2025-06-02,D023,3,144,180,0.7033267486495646,1.25
2025-06-09,D023,3,144,184,0.7450687067299041,1.2778
2025-06-16,D023,3,144,212,0.696397237337478,1.4722
2025-06-23,D023,3,144,179,0.6845471480425418,1.2431
2025-06-30,D023,3,144,186,0.7015175336360431,1.2917
2025-07-07,D023,3,144,180,0.6987862181630715,1.25
2025-07-14,D023,3,144,170,0.6962494392548355,1.1806
2025-07-21,D023,3,144,154,0.7458350793499603,1.0694
2025-07-28,D023,3,144,180,0.7293233423510246,1.25
2025-08-04,D023,3,144,165,0.7193264111756353,1.1458
2025-08-11,D023,3,144,152,0.6795026533206666,1.0556
2025-08-18,D023,3,144,195,0.7159719803473271,1.3542
2025-08-25,D023,3,144,145,0.6454605593995062,1.0069
2025-09-01,D023,3,144,215,0.6929563920815709,1.4931
2025-03-10,D024,4,192,243,0.8048043955058253,1.2656
2025-03-17,D024,4,192,220,0.839158666869567,1.1458
2025-03-24,D024,4,192,220,0.7675745547518306,1.1458
2025-03-31,D024,4,192,172,0.8565963976550178,0.8958
2025-04-07,D024,4,192,191,0.8096241167473939,0.9948
2025-04-14,D024,4,192,238,0.8335421953837975,1.2396
2025-04-21,D024,4,192,232,0.7572536537217748,1.2083
2025-04-28,D024,4,192,237,0.738175325425577,1.2344
2025-05-05,D024,4,192,174,0.7046503188082868,0.9062
2025-05-12,D024,4,192,246,0.7684251475525423,1.2812
2025-05-19,D024,4,192,249,0.7829043434333496,1.2969
2025-05-26,D024,4,192,229,0.821844649829889,1.1927
2025-06-02,D024,4,192,198,0.9076415178634726,1.0312
2025-06-09,D024,4,192,203,0.7451016736729253,1.0573
2025-06-16,D024,4,192,246,0.8393145263619773,1.2812
2025-06-23,D024,4,192,190,0.8216027281713281,0.9896
2025-06-30,D024,4,192,259,0.7351250948008984,1.349
2025-07-07,D024,4,192,246,0.8104860979413522,1.2812
2025-07-14,D024,4,192,215,0.745818716029094,1.1198
2025-07-21,D024,4,192,192,0.7108823902190832,1.0
2025-07-28,D024,4,192,173,0.7408683011613967,0.901
2025-08-04,D024,4,192,227,0.8084694268181627,1.1823
2025-08-11,D024,4,192,231,0.8729232691619679,1.2031
2025-08-18,D024,4,192,180,0.800169381353311,0.9375
2025-08-25,D024,4,192,187,0.8259102825022338,0.974
2025-09-01,D024,4,192,185,0.7432013197235617,0.9635
2025-03-10,D025,5,240,73,0.3712362039899313,0.3042
2025-03-17,D025,5,240,84,0.3912861563711431,0.35
2025-03-24,D025,5,240,90,0.42258558405094715,0.375
2025-03-31,D025,5,240,62,0.5446933178071416,0.2583
2025-04-07,D025,5,240,80,0.4038534365132194,0.3333
2025-04-14,D025,5,240,70,0.3187954652718102,0.2917
2025-04-21,D025,5,240,74,0.5143528781902712,0.3083
2025-04-28,D025,5,240,74,0.4845633453407353,0.3083
2025-05-05,D025,5,240,71,0.3689390089598951,0.2958
2025-05-12,D025,5,240,77,0.3622342390603681,0.3208
2025-05-19,D025,5,240,79,0.4658713269296868,0.3292
2025-05-26,D025,5,240,74,0.4249167411463838,0.3083
2025-06-02,D025,5,240,88,0.37352727896171034,0.3667
2025-06-09,D025,5,240,78,0.4628622161312317,0.325
2025-06-16,D025,5,240,58,0.3206769268537353,0.2417
2025-06-23,D025,5,240,74,0.33367797423826884,0.3083
2025-06-30,D025,5,240,71,0.3172177863201677,0.2958
2025-07-07,D025,5,240,73,0.3225211888007457,0.3042
2025-07-14,D025,5,240,90,0.4022809222673453,0.375
2025-07-21,D025,5,240,85,0.4157013986657142,0.3542
2025-07-28,D025,5,240,79,0.32207994689868974,0.3292
2025-08-04,D025,5,240,65,0.4227776041213326,0.2708
2025-08-11,D025,5,240,92,0.3584951758195089,0.3833
2025-08-18,D025,5,240,94,0.39616812975012394,0.3917
2025-08-25,D025,5,240,73,0.4775742832427251,0.3042
2025-09-01,D025,5,240,76,0.49467741951708244,0.3167
2025-03-10,D026,2,96,101,0.36413729361294916,1.0521
2025-03-17,D026,2,96,84,0.37272294290399755,0.875
2025-03-24,D026,2,96,63,0.4349669350876874,0.6562
2025-03-31,D026,2,96,85,0.4490860967783586,0.8854
2025-04-07,D026,2,96,78,0.3604986686217596,0.8125
2025-04-14,D026,2,96,96,0.5145271467827169,1.0
2025-04-21,D026,2,96,90,0.520652776838171,0.9375
2025-04-28,D026,2,96,87,0.43718672135061337,0.9062
2025-05-05,D026,2,96,119,0.4499491008077664,1.2396
2025-05-12,D026,2,96,95,0.482848120844494,0.9896
2025-05-19,D026,2,96,107,0.42902618549410615,1.1146
2025-05-26,D026,2,96,75,0.46625464873648875,0.7812
2025-06-02,D026,2,96,92,0.4223649435654798,0.9583
2025-06-09,D026,2,96,108,0.45585566491462703,1.125
2025-06-16,D026,2,96,73,0.5420244742969291,0.7604
2025-06-23,D026,2,96,93,0.5444407830159559,0.9688
2025-06-30,D026,2,96,91,0.3844085462488054,0.9479
2025-07-07,D026,2,96,78,0.41902405925567043,0.8125
2025-07-14,D026,2,96,98,0.40340246802388974,1.0208
2025-07-21,D026,2,96,105,0.4775266886942159,1.0938
2025-07-28,D026,2,96,95,0.5425188776294446,0.9896
2025-08-04,D026,2,96,89,0.4418931759926297,0.9271
2025-08-11,D026,2,96,69,0.5428856670456298,0.7188
2025-08-18,D026,2,96,73,0.4978970922262785,0.7604
2025-08-25,D026,2,96,81,0.4813906879167028,0.8438
2025-09-01,D026,2,96,103,0.4196557828083526,1.0729
2025-03-10,D027,3,144,133,0.6060504389570899,0.9236
2025-03-17,D027,3,144,135,0.6324595848942747,0.9375
2025-03-24,D027,3,144,123,0.6047136844731855,0.8542
2025-03-31,D027,3,144,118,0.5859952833832776,0.8194
2025-04-07,D027,3,144,143,0.5927674240707465,0.9931
2025-04-14,D027,3,144,150,0.6383881000494964,1.0417
2025-04-21,D027,3,144,124,0.6260715199829373,0.8611
2025-04-28,D027,3,144,123,0.6925687415936199,0.8542
2025-05-05,D027,3,144,158,0.6256162467735471,1.0972
2025-05-12,D027,3,144,129,0.5789294646114743,0.8958
2025-05-19,D027,3,144,148,0.5836915454142817,1.0278
2025-05-26,D027,3,144,117,0.6406342550156512,0.8125
2025-06-02,D027,3,144,135,0.5488270275756227,0.9375
2025-06-09,D027,3,144,133,0.6691617334702425,0.9236
2025-06-16,D027,3,144,134,0.6578250858927659,0.9306
2025-06-23,D027,3,144,146,0.6367075074222153,1.0139
2025-06-30,D027,3,144,143,0.44999999999999996,0.9931
2025-07-07,D027,3,144,149,0.627924326977434,1.0347
2025-07-14,D027,3,144,141,0.5992215251996178,0.9792
2025-07-21,D027,3,144,145,0.4512329413638211,1.0069
2025-07-28,D027,3,144,126,0.7215832076049281,0.875
2025-08-04,D027,3,144,170,0.6456362698286784,1.1806
2025-08-11,D027,3,144,152,0.5759511735736558,1.0556
2025-08-18,D027,3,144,143,0.650081085151986,0.9931
2025-08-25,D027,3,144,130,0.5764972961425372,0.9028
2025-09-01,D027,3,144,125,0.5963099285321258,0.8681
2025-03-10,D028,4,192,204,0.6200298325229694,1.0625
2025-03-17,D028,4,192,184,0.7056345154077344,0.9583
2025-03-24,D028,4,192,181,0.6377328567398075,0.9427
2025-03-31,D028,4,192,226,0.6640694561030442,1.1771
2025-04-07,D028,4,192,194,0.7085030840933098,1.0104
2025-04-14,D028,4,192,152,0.6772374099095378,0.7917
2025-04-21,D028,4,192,198,0.7117212689612242,1.0312
2025-04-28,D028,4,192,193,0.7707084676201756,1.0052
2025-05-05,D028,4,192,153,0.7411907588719635,0.7969
2025-05-12,D028,4,192,200,0.6224823411667118,1.0417
2025-05-19,D028,4,192,155,0.7371582074709822,0.8073
2025-05-26,D028,4,192,186,0.749017234491501,0.9688
2025-06-02,D028,4,192,197,0.7663262994169705,1.026
2025-06-09,D028,4,192,166,0.7863450112953996,0.8646
2025-06-16,D028,4,192,190,0.7565195090631585,0.9896
2025-06-23,D028,4,192,180,0.657911351383111,0.9375
2025-06-30,D028,4,192,193,0.7087026241153016,1.0052
2025-07-07,D028,4,192,171,0.6998879414889437,0.8906
2025-07-14,D028,4,192,176,0.6363459070515165,0.9167
2025-07-21,D028,4,192,172,0.684463136184698,0.8958
2025-07-28,D028,4,192,190,0.707896737042643,0.9896
2025-08-04,D028,4,192,181,0.6882851759075113,0.9427
2025-08-11,D028,4,192,148,0.6916045213579899,0.7708
2025-08-18,D028,4,192,199,0.6956697664209502,1.0365
2025-08-25,D028,4,192,177,0.8002342104127887,0.9219
2025-09-01,D028,4,192,148,0.7517550908547832,0.7708
2025-03-10,D029,3,144,239,0.7816738468972902,1.6597
2025-03-17,D029,3,144,209,0.7967173504120215,1.4514
2025-03-24,D029,3,144,255,0.8343467062380316,1.7708
2025-03-31,D029,3,144,228,0.7404542676602174,1.5833
2025-04-07,D029,3,144,211,0.8053701476427172,1.4653
2025-04-14,D029,3,144,212,0.6667995824698729,1.4722
2025-04-21,D029,3,144,219,0.8594151940861455,1.5208
2025-04-28,D029,3,144,185,0.8102680735117266,1.2847
2025-05-05,D029,3,144,279,0.8283240501581566,1.9375
2025-05-12,D029,3,144,188,0.7575460922761263,1.3056
2025-05-19,D029,3,144,223,0.7592761519640385,1.5486
2025-05-26,D029,3,144,237,0.6848402764666549,1.6458
2025-06-02,D029,3,144,230,0.8074464387074318,1.5972
2025-06-09,D029,3,144,246,0.7562798637244991,1.7083
2025-06-16,D029,3,144,212,0.8259830362319314,1.4722
2025-06-23,D029,3,144,199,0.8444826950773774,1.3819
2025-06-30,D029,3,144,209,0.8184292009805696,1.4514
2025-07-07,D029,3,144,215,0.7444383237333343,1.4931
2025-07-14,D029,3,144,237,0.7954882494478881,1.6458
2025-07-21,D029,3,144,209,0.8755047055750855,1.4514
2025-07-28,D029,3,144,228,0.7766073582627575,1.5833
2025-08-04,D029,3,144,224,0.6794722350625629,1.5556
2025-08-11,D029,3,144,226,0.8334723367434502,1.5694
2025-08-18,D029,3,144,204,0.8002475007948454,1.4167
2025-08-25,D029,3,144,215,0.7367798732316985,1.4931
2025-09-01,D029,3,144,220,0.7903930733837453,1.5278
2025-03-10,D030,3,144,250,0.8435569111591593,1.7361
2025-03-17,D030,3,144,240,0.7528786750252342,1.6667
2025-03-24,D030,3,144,210,0.7279294473004685,1.4583
2025-03-31,D030,3,144,210,0.833548813587847,1.4583
2025-04-07,D030,3,144,196,0.6956890683909269,1.3611
2025-04-14,D030,3,144,176,0.7889016058963317,1.2222
2025-04-21,D030,3,144,155,0.7693772661292794,1.0764
2025-04-28,D030,3,144,252,0.7577074543464078,1.75
2025-05-05,D030,3,144,180,0.7583594357602715,1.25
2025-05-12,D030,3,144,216,0.6467032349808454,1.5
2025-05-19,D030,3,144,226,0.8495618228997006,1.5694
2025-05-26,D030,3,144,221,0.8213542248229425,1.5347
2025-06-02,D030,3,144,221,0.6874080313849421,1.5347
2025-06-09,D030,3,144,195,0.6872274928137602,1.3542
2025-06-16,D030,3,144,247,0.7736308841656707,1.7153
2025-06-23,D030,3,144,175,0.7239737879393887,1.2153
2025-06-30,D030,3,144,212,0.848534900431372,1.4722
2025-07-07,D030,3,144,245,0.8133185785006712,1.7014
2025-07-14,D030,3,144,199,0.7578805732393156,1.3819
2025-07-21,D030,3,144,273,0.7846916436858925,1.8958
2025-07-28,D030,3,144,301,0.7507617509720241,2.0903
2025-08-04,D030,3,144,252,0.8138138981338668,1.75
2025-08-11,D030,3,144,256,0.7329515429626189,1.7778
2025-08-18,D030,3,144,243,0.84376583153745,1.6875
2025-08-25,D030,3,144,171,0.7534346948990253,1.1875
2025-09-01,D030,3,144,236,0.7107453875801869,1.6389
2025-03-10,D031,3,144,172,0.7469201192031999,1.1944
2025-03-17,D031,3,144,175,0.699274498887603,1.2153
2025-03-24,D031,3,144,202,0.7739493793086306,1.4028
2025-03-31,D031,3,144,155,0.6752335331598199,1.0764
2025-04-07,D031,3,144,169,0.7094345792600905,1.1736
2025-04-14,D031,3,144,184,0.652258921213807,1.2778
2025-04-21,D031,3,144,164,0.7720102831468528,1.1389
2025-04-28,D031,3,144,169,0.6558039822084203,1.1736
2025-05-05,D031,3,144,182,0.6993952607749258,1.2639
2025-05-12,D031,3,144,164,0.7338338213852312,1.1389
2025-05-19,D031,3,144,157,0.7878098165558682,1.0903
2025-05-26,D031,3,144,189,0.7572528726389767,1.3125
2025-06-02,D031,3,144,171,0.6668282214457116,1.1875
2025-06-09,D031,3,144,189,0.7302036443774451,1.3125
2025-06-16,D031,3,144,196,0.7210383403054781,1.3611
2025-06-23,D031,3,144,180,0.6449213426891615,1.25
2025-06-30,D031,3,144,163,0.7090044696770389,1.1319
2025-07-07,D031,3,144,162,0.6251031404913416,1.125
2025-07-14,D031,3,144,150,0.7169366327339555,1.0417
2025-07-21,D031,3,144,187,0.6500583704963893,1.2986
2025-07-28,D031,3,144,188,0.7336584896938365,1.3056
2025-08-04,D031,3,144,181,0.7081088126029835,1.2569
2025-08-11,D031,3,144,156,0.7215452025009013,1.0833
2025-08-18,D031,3,144,152,0.6359703109800733,1.0556
2025-08-25,D031,3,144,193,0.7545627172855461,1.3403
2025-09-01,D031,3,144,165,0.6942125666043301,1.1458
2025-03-10,D032,3,144,138,0.6213493395529113,0.9583
2025-03-17,D032,3,144,131,0.5553134615519917,0.9097
2025-03-24,D032,3,144,181,0.5844619068394962,1.2569
2025-03-31,D032,3,144,134,0.5853208878895445,0.9306
2025-04-07,D032,3,144,134,0.6155714063711946,0.9306
2025-04-14,D032,3,144,135,0.6168118433238179,0.9375
2025-04-21,D032,3,144,147,0.5581296497343402,1.0208
2025-04-28,D032,3,144,135,0.5172439911851415,0.9375
2025-05-05,D032,3,144,144,0.6032072896052496,1.0
2025-05-12,D032,3,144,152,0.6275771980938282,1.0556
2025-05-19,D032,3,144,108,0.5797716906713923,0.75
2025-05-26,D032,3,144,128,0.5389613461069486,0.8889
2025-06-02,D032,3,144,127,0.6204562023049314,0.8819
2025-06-09,D032,3,144,132,0.619726109778013,0.9167
2025-06-16,D032,3,144,134,0.6603945544388965,0.9306
2025-06-23,D032,3,144,157,0.634529150668002,1.0903
2025-06-30,D032,3,144,127,0.5883384701892153,0.8819
2025-07-07,D032,3,144,143,0.5703320921974249,0.9931
2025-07-14,D032,3,144,129,0.5098079316876724,0.8958
2025-07-21,D032,3,144,140,0.6080620463823655,0.9722
2025-07-28,D032,3,144,151,0.6082680091316384,1.0486
2025-08-04,D032,3,144,144,0.6102208342925718,1.0
2025-08-11,D032,3,144,121,0.5928672111458017,0.8403
2025-08-18,D032,3,144,154,0.5935973096031705,1.0694
2025-08-25,D032,3,144,111,0.5971023121704112,0.7708
2025-09-01,D032,3,144,147,0.6824032269669391,1.0208
2025-03-10,D033,3,144,165,0.7075649824830673,1.1458
2025-03-17,D033,3,144,155,0.6034012782379577,1.0764
2025-03-24,D033,3,144,197,0.666278801552482,1.3681
2025-03-31,D033,3,144,179,0.6751632760439685,1.2431
2025-04-07,D033,3,144,164,0.7355718006993155,1.1389
2025-04-14,D033,3,144,183,0.698528755658675,1.2708
2025-04-21,D033,3,144,184,0.7029092583269411,1.2778
2025-04-28,D033,3,144,197,0.7232444108231598,1.3681
2025-05-05,D033,3,144,173,0.6985892743270726,1.2014
2025-05-12,D033,3,144,204,0.6510459139231587,1.4167
2025-05-19,D033,3,144,193,0.7592863448769527,1.3403
2025-05-26,D033,3,144,197,0.699751396912744,1.3681
2025-06-02,D033,3,144,166,0.7653189891413952,1.1528
2025-06-09,D033,3,144,194,0.6941349986750875,1.3472
2025-06-16,D033,3,144,196,0.6538598338233339,1.3611
2025-06-23,D033,3,144,215,0.7451032401857799,1.4931
2025-06-30,D033,3,144,171,0.6761229319511756,1.1875
2025-07-07,D033,3,144,142,0.6860677793509473,0.9861
2025-07-14,D033,3,144,166,0.7424762561913336,1.1528
2025-07-21,D033,3,144,173,0.6418927830601695,1.2014
2025-07-28,D033,3,144,190,0.7620095468738063,1.3194
2025-08-04,D033,3,144,205,0.6658358174388692,1.4236
2025-08-11,D033,3,144,221,0.6540613515254873,1.5347
2025-08-18,D033,3,144,182,0.6415433641742863,1.2639
2025-08-25,D033,3,144,163,0.7298068967568917,1.1319
2025-09-01,D033,3,144,166,0.7285034901328487,1.1528
2025-03-10,D034,5,240,84,0.4362310288251543,0.35
2025-03-17,D034,5,240,109,0.4253535992830606,0.4542
2025-03-24,D034,5,240,91,0.5092332191012583,0.3792
2025-03-31,D034,5,240,96,0.42847264694600806,0.4
2025-04-07,D034,5,240,91,0.4965750968846425,0.3792
2025-04-14,D034,5,240,74,0.45845381853978096,0.3083
2025-04-21,D034,5,240,85,0.4297800869545043,0.3542
2025-04-28,D034,5,240,82,0.45535905153793266,0.3417
2025-05-05,D034,5,240,93,0.4728109507981324,0.3875
2025-05-12,D034,5,240,90,0.4630876538149645,0.375
2025-05-19,D034,5,240,80,0.3644981716893488,0.3333
2025-05-26,D034,5,240,96,0.45625584205244174,0.4
2025-06-02,D034,5,240,89,0.4930384108762519,0.3708
2025-06-09,D034,5,240,111,0.38638728158954716,0.4625
2025-06-16,D034,5,240,96,0.4508397054072828,0.4
2025-06-23,D034,5,240,78,0.37091055227303493,0.325
2025-06-30,D034,5,240,89,0.42895459477633985,0.3708
2025-07-07,D034,5,240,106,0.41508904938027497,0.4417
