date,dealer_id,parts_loyalty,auto_replenishment,maintenance_penetration,bulk_oil_penetration,express_lane_ros,service_lane_utilization,time_in_bay_maint_min,time_in_bay_adv_min,total_wait_min,retention_rate,compliance_score
2025-04-14,D011,0.456,0.31,0.225,0.264,84,0.416,35.0,69.0,84.3,0.515,0.659
2025-04-21,D011,0.412,0.359,0.28,0.299,84,0.406,36.6,78.6,76.5,0.521,0.634
2025-04-28,D011,0.442,0.333,0.259,0.325,91,0.383,38.3,76.8,87.2,0.454,0.517
2025-05-05,D011,0.51,0.373,0.283,0.268,98,0.523,40.6,82.5,79.5,0.486,0.611
2025-05-12,D011,0.394,0.266,0.347,0.415,90,0.508,32.4,66.0,83.6,0.443,0.731
2025-05-19,D011,0.435,0.317,0.245,0.283,77,0.374,34.8,74.2,73.8,0.46,0.542
2025-05-26,D011,0.471,0.331,0.15,0.366,84,0.488,44.8,73.0,88.7,0.448,0.627
2025-06-02,D011,0.429,0.322,0.201,0.328,68,0.351,41.3,83.6,82.4,0.444,0.552
2025-06-09,D011,0.518,0.288,0.27,0.272,89,0.499,44.3,80.6,96.5,0.474,0.628
2025-06-16,D011,0.507,0.326,0.245,0.266,74,0.488,38.4,77.2,82.5,0.469,0.62
2025-06-23,D011,0.467,0.38,0.238,0.272,82,0.519,37.3,69.9,83.6,0.496,0.659
2025-06-30,D011,0.46,0.349,0.248,0.356,85,0.429,42.1,78.3,84.6,0.485,0.508
2025-07-07,D011,0.49,0.436,0.191,0.272,93,0.446,34.3,77.3,84.8,0.477,0.552
2025-07-14,D011,0.438,0.305,0.242,0.288,73,0.492,36.5,79.4,89.0,0.487,0.629
2025-07-21,D011,0.435,0.401,0.243,0.259,87,0.401,36.7,69.8,82.2,0.428,0.58
2025-07-28,D011,0.455,0.365,0.203,0.32,87,0.496,36.8,73.2,89.8,0.52,0.603
2025-08-04,D011,0.374,0.237,0.272,0.266,99,0.467,40.1,77.7,80.0,0.458,0.623
2025-08-11,D011,0.433,0.301,0.219,0.318,92,0.532,44.7,81.6,80.3,0.486,0.564
2025-08-18,D011,0.441,0.28,0.225,0.189,95,0.393,36.7,77.8,83.4,0.441,0.564
2025-08-25,D011,0.497,0.34,0.154,0.329,86,0.536,41.3,82.1,82.7,0.453,0.542
2025-09-01,D011,0.505,0.374,0.233,0.35,102,0.461,40.9,78.0,87.0,0.502,0.534
2025-03-10,D012,0.745,0.607,0.414,0.644,165,0.759,31.7,72.4,76.1,0.584,0.853
2025-03-17,D012,0.599,0.549,0.479,0.574,175,0.676,27.7,69.3,73.1,0.635,0.839
2025-03-24,D012,0.678,0.622,0.484,0.57,194,0.666,32.4,68.2,68.7,0.654,0.759
2025-03-31,D012,0.552,0.644,0.458,0.52,160,0.648,30.2,61.8,76.1,0.674,0.814
2025-04-07,D012,0.621,0.687,0.376,0.57,185,0.678,30.2,67.8,68.8,0.629,0.858
2025-04-14,D012,0.604,0.755,0.44,0.621,177,0.597,28.3,71.3,69.3,0.635,0.864
2025-04-21,D012,0.681,0.603,0.417,0.639,170,0.595,30.9,74.1,70.4,0.664,0.762
2025-04-28,D012,0.612,0.62,0.373,0.62,196,0.701,30.4,69.5,72.2,0.657,0.809
2025-05-05,D012,0.654,0.635,0.436,0.617,231,0.652,33.4,64.1,68.2,0.609,0.805
2025-05-12,D012,0.663,0.717,0.48,0.661,177,0.761,29.6,70.0,69.2,0.64,0.868
2025-05-19,D012,0.569,0.747,0.469,0.572,151,0.643,29.1,63.1,69.6,0.639,0.705
2025-05-26,D012,0.704,0.711,0.472,0.662,143,0.77,35.8,71.3,64.7,0.599,0.842
2025-06-02,D012,0.624,0.69,0.459,0.544,185,0.664,32.0,65.2,63.0,0.629,0.783
2025-06-09,D012,0.644,0.633,0.373,0.584,186,0.625,32.7,67.2,73.0,0.642,0.808
2025-06-16,D012,0.656,0.645,0.499,0.646,194,0.754,28.2,70.6,69.4,0.596,0.712
2025-06-23,D012,0.632,0.674,0.478,0.61,169,0.729,30.9,67.4,74.6,0.596,0.845
2025-06-30,D012,0.636,0.532,0.459,0.564,179,0.735,27.3,67.8,76.7,0.638,0.839
2025-07-07,D012,0.642,0.602,0.451,0.497,180,0.665,31.4,69.8,69.1,0.605,0.793
2025-07-14,D012,0.674,0.616,0.479,0.589,181,0.712,29.4,66.2,76.5,0.624,0.814
2025-07-21,D012,0.614,0.631,0.446,0.635,175,0.647,33.3,62.2,66.9,0.62,0.821
2025-07-28,D012,0.645,0.566,0.482,0.557,166,0.701,32.7,69.3,80.5,0.614,0.833
2025-08-04,D012,0.662,0.617,0.345,0.553,150,0.675,27.9,80.0,69.8,0.671,0.808
2025-08-11,D012,0.696,0.623,0.405,0.635,177,0.741,23.6,64.2,75.6,0.64,0.816
2025-08-18,D012,0.643,0.715,0.418,0.654,132,0.725,28.8,67.0,60.6,0.645,0.886
2025-08-25,D012,0.77,0.673,0.461,0.642,204,0.632,28.3,71.9,65.6,0.621,0.863
2025-09-01,D012,0.635,0.616,0.485,0.555,183,0.758,24.2,66.7,67.8,0.594,0.88
2025-03-10,D013,0.576,0.576,0.43,0.422,123,0.659,28.9,67.5,85.9,0.552,0.798
2025-03-17,D013,0.571,0.554,0.423,0.46,137,0.583,31.8,70.5,74.2,0.589,0.703
2025-03-24,D013,0.58,0.573,0.272,0.442,113,0.639,34.0,70.5,80.9,0.549,0.813
2025-03-31,D013,0.574,0.52,0.359,0.423,159,0.665,30.4,77.1,81.4,0.548,0.728
2025-04-07,D013,0.551,0.506,0.283,0.416,163,0.725,32.6,68.8,93.0,0.508,0.696
2025-04-14,D013,0.52,0.447,0.366,0.493,144,0.64,33.0,75.0,77.7,0.555,0.756
2025-04-21,D013,0.566,0.508,0.378,0.45,136,0.586,38.5,69.8,78.7,0.539,0.741
2025-04-28,D013,0.528,0.57,0.337,0.544,124,0.59,33.6,78.5,76.8,0.583,0.84
2025-05-05,D013,0.505,0.552,0.351,0.458,150,0.562,30.2,75.3,78.1,0.558,0.761
2025-05-12,D013,0.565,0.54,0.338,0.405,144,0.643,28.3,73.5,78.2,0.588,0.697
2025-05-19,D013,0.573,0.522,0.352,0.434,160,0.668,27.0,67.7,83.0,0.53,0.694
2025-05-26,D013,0.581,0.442,0.319,0.472,129,0.599,33.5,71.4,68.5,0.623,0.639
2025-06-02,D013,0.555,0.493,0.278,0.483,138,0.601,32.1,74.7,74.5,0.613,0.668
2025-06-09,D013,0.606,0.561,0.394,0.33,136,0.611,31.6,71.8,82.8,0.596,0.686
2025-06-16,D013,0.569,0.499,0.319,0.511,164,0.625,32.9,64.8,81.1,0.609,0.669
2025-06-23,D013,0.507,0.484,0.358,0.452,142,0.745,31.8,69.5,81.4,0.558,0.727
2025-06-30,D013,0.526,0.558,0.287,0.442,117,0.635,34.2,83.0,79.9,0.599,0.852
2025-07-07,D013,0.499,0.453,0.379,0.436,94,0.597,38.3,73.1,75.4,0.534,0.679
2025-07-14,D013,0.609,0.52,0.324,0.355,157,0.516,35.3,70.1,93.0,0.548,0.659
2025-07-21,D013,0.504,0.503,0.326,0.5,158,0.627,28.8,71.8,76.5,0.565,0.759
2025-07-28,D013,0.59,0.499,0.391,0.404,131,0.551,34.3,69.6,81.3,0.626,0.732
2025-08-04,D013,0.548,0.505,0.277,0.474,125,0.596,34.5,72.9,75.2,0.517,0.741
2025-08-11,D013,0.484,0.451,0.31,0.435,127,0.743,32.2,68.2,81.9,0.556,0.802
2025-08-18,D013,0.52,0.533,0.332,0.427,151,0.684,29.5,72.7,72.3,0.542,0.632
2025-08-25,D013,0.552,0.558,0.36,0.413,123,0.619,32.3,81.7,77.5,0.553,0.74
2025-09-01,D013,0.509,0.508,0.398,0.38,135,0.608,32.5,74.9,78.8,0.521,0.654
2025-03-10,D014,0.389,0.212,0.191,0.334,64,0.467,41.1,92.5,88.9,0.434,0.652
2025-03-17,D014,0.397,0.239,0.171,0.261,83,0.319,42.0,83.8,88.4,0.427,0.54
2025-03-24,D014,0.39,0.399,0.263,0.276,91,0.41,36.9,81.2,96.3,0.446,0.52
2025-03-31,D014,0.377,0.34,0.218,0.301,92,0.422,41.4,89.9,105.4,0.457,0.593
2025-04-07,D014,0.316,0.274,0.141,0.237,88,0.392,36.4,91.5,88.7,0.465,0.603
2025-04-14,D014,0.466,0.15,0.189,0.3,86,0.504,39.2,89.4,99.8,0.441,0.56
2025-04-21,D014,0.392,0.287,0.152,0.233,74,0.333,44.4,87.6,94.7,0.424,0.559
2025-04-28,D014,0.44,0.361,0.246,0.21,76,0.435,38.6,85.1,87.5,0.463,0.509
2025-05-05,D014,0.43,0.244,0.197,0.326,77,0.474,37.7,87.9,94.0,0.47,0.55
2025-05-12,D014,0.307,0.338,0.253,0.313,76,0.379,42.6,85.0,89.7,0.426,0.629
2025-05-19,D014,0.41,0.339,0.219,0.241,84,0.435,35.5,81.6,86.5,0.479,0.559
2025-05-26,D014,0.377,0.292,0.237,0.294,80,0.342,42.2,87.6,91.3,0.478,0.459
2025-06-02,D014,0.414,0.37,0.29,0.307,96,0.351,42.0,89.2,92.6,0.473,0.561
2025-06-09,D014,0.327,0.2,0.244,0.298,74,0.382,45.3,82.6,90.1,0.453,0.553
2025-06-16,D014,0.409,0.226,0.197,0.362,73,0.384,39.4,88.4,92.6,0.422,0.584
2025-06-23,D014,0.376,0.272,0.183,0.23,84,0.405,41.1,88.7,98.3,0.438,0.596
2025-06-30,D014,0.402,0.262,0.22,0.278,74,0.369,40.5,85.5,93.4,0.445,0.592
2025-07-07,D014,0.3,0.327,0.153,0.282,85,0.417,38.5,83.8,94.4,0.462,0.52
2025-07-14,D014,0.352,0.335,0.211,0.338,89,0.349,46.2,85.9,95.4,0.457,0.549
2025-07-21,D014,0.433,0.274,0.197,0.226,75,0.396,42.4,83.9,109.1,0.484,0.513
2025-07-28,D014,0.448,0.371,0.198,0.275,78,0.369,49.3,80.9,92.0,0.499,0.455
2025-08-04,D014,0.51,0.234,0.31,0.297,74,0.381,41.7,86.2,90.7,0.425,0.523
2025-08-11,D014,0.373,0.319,0.267,0.283,78,0.429,35.3,91.1,101.3,0.452,0.518
2025-08-18,D014,0.36,0.248,0.205,0.281,91,0.311,44.6,80.7,90.5,0.419,0.577
2025-08-25,D014,0.395,0.353,0.143,0.21,69,0.425,45.6,87.2,100.0,0.441,0.498
2025-09-01,D014,0.392,0.285,0.239,0.355,67,0.349,38.3,87.4,92.2,0.431,0.509
2025-03-10,D015,0.685,0.71,0.482,0.596,157,0.724,26.8,67.9,70.0,0.664,0.8
2025-03-17,D015,0.607,0.715,0.491,0.56,174,0.736,25.2,67.8,74.7,0.666,0.818
2025-03-24,D015,0.63,0.697,0.442,0.73,163,0.795,34.2,63.4,79.0,0.622,0.799
2025-03-31,D015,0.687,0.599,0.411,0.53,195,0.716,28.2,72.5,77.1,0.632,0.848
2025-04-07,D015,0.649,0.672,0.431,0.628,157,0.677,29.7,69.0,84.9,0.7,0.829
2025-04-14,D015,0.696,0.607,0.48,0.589,192,0.632,27.0,63.9,74.7,0.626,0.822
2025-04-21,D015,0.692,0.591,0.413,0.553,174,0.725,24.1,64.8,68.7,0.637,0.945
2025-04-28,D015,0.701,0.695,0.454,0.59,146,0.681,28.9,62.8,73.1,0.675,0.892
2025-05-05,D015,0.77,0.65,0.37,0.592,172,0.762,32.2,62.0,70.5,0.663,0.778
2025-05-12,D015,0.67,0.582,0.466,0.552,152,0.714,28.4,68.1,70.8,0.657,0.771
2025-05-19,D015,0.665,0.688,0.441,0.62,194,0.717,33.4,64.8,74.2,0.66,0.751
2025-05-26,D015,0.657,0.679,0.473,0.609,195,0.753,30.9,69.8,72.6,0.63,0.839
2025-06-02,D015,0.656,0.706,0.512,0.637,198,0.675,29.9,64.4,79.0,0.641,0.789
2025-06-09,D015,0.628,0.663,0.474,0.648,151,0.752,30.8,59.7,75.0,0.604,0.807
2025-06-16,D015,0.61,0.617,0.428,0.641,203,0.768,35.8,65.3,80.2,0.659,0.809
2025-06-23,D015,0.653,0.654,0.389,0.658,183,0.773,31.4,66.6,71.6,0.629,0.798
2025-06-30,D015,0.644,0.777,0.483,0.607,173,0.659,26.6,76.5,77.2,0.621,0.854
2025-07-07,D015,0.618,0.714,0.425,0.595,195,0.705,30.1,73.4,66.4,0.634,0.841
2025-07-14,D015,0.681,0.697,0.433,0.679,186,0.729,27.7,68.3,70.9,0.609,0.793
2025-07-21,D015,0.597,0.644,0.463,0.578,171,0.714,26.5,71.2,70.3,0.605,0.769
2025-07-28,D015,0.613,0.54,0.416,0.641,185,0.688,29.4,63.6,77.3,0.692,0.862
2025-08-04,D015,0.616,0.76,0.425,0.581,176,0.745,29.3,63.1,66.1,0.646,0.718
2025-08-11,D015,0.633,0.621,0.473,0.538,179,0.725,28.6,68.5,71.4,0.672,0.901
2025-08-18,D015,0.703,0.709,0.467,0.589,132,0.715,28.7,72.3,66.1,0.653,0.784
2025-08-25,D015,0.635,0.712,0.496,0.571,195,0.653,31.3,69.9,77.9,0.669,0.803
2025-09-01,D015,0.591,0.629,0.413,0.607,164,0.7,33.0,71.8,74.1,0.61,0.791
2025-03-10,D016,0.354,0.312,0.233,0.248,83,0.357,39.9,84.8,98.2,0.439,0.562
2025-03-17,D016,0.38,0.33,0.185,0.374,72,0.41,43.8,78.9,90.1,0.496,0.551
2025-03-24,D016,0.415,0.229,0.223,0.266,84,0.335,42.7,85.3,93.6,0.456,0.565
2025-03-31,D016,0.364,0.272,0.261,0.234,74,0.399,45.7,88.9,88.3,0.45,0.577
2025-04-07,D016,0.362,0.387,0.253,0.332,60,0.446,43.3,87.2,87.6,0.43,0.596
2025-04-14,D016,0.331,0.217,0.175,0.302,82,0.355,39.7,91.2,98.1,0.471,0.502
2025-04-21,D016,0.437,0.291,0.171,0.347,75,0.407,47.4,88.6,102.7,0.44,0.61
2025-04-28,D016,0.357,0.226,0.219,0.301,99,0.325,40.6,84.2,104.6,0.495,0.592
2025-05-05,D016,0.425,0.395,0.207,0.185,71,0.371,37.4,82.8,91.4,0.432,0.576
2025-05-12,D016,0.442,0.326,0.25,0.252,86,0.294,40.4,86.4,89.7,0.371,0.549
2025-05-19,D016,0.452,0.331,0.197,0.282,84,0.403,46.5,76.8,98.5,0.481,0.469
2025-05-26,D016,0.356,0.286,0.182,0.324,90,0.449,43.1,85.7,96.9,0.487,0.526
2025-06-02,D016,0.432,0.343,0.251,0.249,66,0.39,43.2,82.9,96.9,0.397,0.591
2025-06-09,D016,0.418,0.272,0.232,0.271,72,0.402,42.7,89.8,94.2,0.434,0.51
2025-06-16,D016,0.406,0.294,0.205,0.299,85,0.466,41.7,90.3,90.2,0.404,0.519
2025-06-23,D016,0.399,0.258,0.278,0.345,100,0.41,43.8,93.9,100.2,0.475,0.585
2025-06-30,D016,0.434,0.234,0.193,0.225,76,0.359,44.0,84.7,96.7,0.416,0.588
2025-07-07,D016,0.374,0.3,0.142,0.252,92,0.315,36.6,80.5,101.3,0.475,0.508
2025-07-14,D016,0.426,0.404,0.236,0.244,80,0.405,41.4,87.3,97.2,0.443,0.557
2025-07-21,D016,0.346,0.232,0.212,0.249,74,0.316,42.6,77.6,96.3,0.426,0.567
2025-07-28,D016,0.428,0.315,0.203,0.24,79,0.378,40.9,87.7,98.9,0.471,0.523
2025-08-04,D016,0.447,0.3,0.224,0.252,74,0.456,41.8,85.6,97.8,0.459,0.588
2025-08-11,D016,0.435,0.274,0.238,0.247,101,0.391,38.3,79.7,94.7,0.48,0.543
2025-08-18,D016,0.39,0.392,0.244,0.238,85,0.412,39.8,83.2,97.6,0.398,0.603
2025-08-25,D016,0.376,0.222,0.267,0.227,89,0.435,41.2,90.4,92.4,0.443,0.458
2025-09-01,D016,0.42,0.356,0.244,0.308,94,0.401,41.9,86.3,94.6,0.464,0.601
2025-03-10,D017,0.365,0.237,0.232,0.316,80,0.445,38.1,83.9,89.6,0.419,0.505
2025-03-17,D017,0.414,0.248,0.213,0.159,90,0.292,39.0,86.9,93.9,0.449,0.558
2025-03-24,D017,0.383,0.307,0.255,0.24,102,0.471,39.3,95.3,85.8,0.44,0.542
2025-03-31,D017,0.418,0.262,0.256,0.332,57,0.473,40.5,83.4,93.2,0.453,0.633
2025-04-07,D017,0.375,0.209,0.143,0.245,73,0.4,40.0,89.7,95.9,0.458,0.467
2025-04-14,D017,0.371,0.198,0.269,0.188,86,0.462,46.8,87.6,94.4,0.455,0.599
2025-04-21,D017,0.347,0.339,0.227,0.411,69,0.36,37.8,89.3,93.7,0.429,0.459
2025-04-28,D017,0.342,0.26,0.213,0.271,72,0.38,37.0,83.0,95.1,0.475,0.517
2025-05-05,D017,0.408,0.288,0.264,0.214,91,0.387,36.5,91.0,91.0,0.45,0.512
2025-05-12,D017,0.375,0.38,0.167,0.318,69,0.457,44.7,85.7,90.5,0.448,0.573
2025-05-19,D017,0.347,0.314,0.289,0.336,105,0.421,44.2,82.4,98.8,0.45,0.541
2025-05-26,D017,0.351,0.281,0.262,0.226,85,0.406,37.8,90.8,84.6,0.398,0.636
2025-06-02,D017,0.385,0.344,0.18,0.183,81,0.422,40.6,86.0,99.2,0.466,0.473
2025-06-09,D017,0.349,0.347,0.187,0.288,85,0.334,48.4,86.6,102.2,0.485,0.57
2025-06-16,D017,0.453,0.26,0.194,0.242,80,0.387,44.6,91.6,96.7,0.405,0.591
2025-06-23,D017,0.43,0.45,0.284,0.354,84,0.405,44.4,80.7,86.3,0.46,0.53
2025-06-30,D017,0.296,0.262,0.217,0.21,75,0.36,39.7,86.8,93.0,0.424,0.519
2025-07-07,D017,0.389,0.45,0.217,0.283,62,0.437,40.4,85.1,87.3,0.451,0.498
2025-07-14,D017,0.367,0.311,0.271,0.234,82,0.496,42.0,83.3,98.9,0.426,0.555
2025-07-21,D017,0.377,0.313,0.172,0.253,85,0.517,42.3,89.4,95.4,0.503,0.549
2025-07-28,D017,0.41,0.24,0.218,0.302,81,0.32,48.0,91.3,89.4,0.467,0.545
2025-08-04,D017,0.37,0.278,0.215,0.305,74,0.336,38.3,79.3,100.1,0.406,0.543
2025-08-11,D017,0.364,0.271,0.244,0.317,81,0.441,43.0,86.0,90.8,0.424,0.524
2025-08-18,D017,0.401,0.353,0.252,0.202,73,0.423,43.3,92.0,92.9,0.419,0.495
2025-08-25,D017,0.356,0.351,0.276,0.321,67,0.322,43.1,85.6,98.7,0.414,0.604
2025-09-01,D017,0.36,0.304,0.207,0.246,76,0.518,41.5,88.1,93.9,0.431,0.554
2025-03-10,D018,0.663,0.681,0.453,0.598,181,0.6,32.1,68.1,71.2,0.668,0.88
2025-03-17,D018,0.682,0.614,0.461,0.732,202,0.734,32.4,68.8,75.4,0.618,0.861
2025-03-24,D018,0.693,0.673,0.433,0.627,176,0.705,21.0,68.4,68.4,0.669,0.778
2025-03-31,D018,0.627,0.627,0.474,0.713,194,0.778,30.1,66.9,74.9,0.663,0.866
2025-04-07,D018,0.644,0.657,0.423,0.651,167,0.696,29.2,72.2,79.2,0.639,0.817
2025-04-14,D018,0.663,0.597,0.414,0.622,192,0.697,33.5,62.7,77.9,0.641,0.8
2025-04-21,D018,0.647,0.688,0.405,0.579,168,0.647,30.3,62.7,74.3,0.709,0.833
2025-04-28,D018,0.659,0.596,0.525,0.625,177,0.711,28.3,62.0,75.5,0.649,0.8
2025-05-05,D018,0.661,0.562,0.418,0.618,179,0.667,34.8,68.1,73.9,0.686,0.814
2025-05-12,D018,0.641,0.64,0.488,0.652,188,0.708,29.5,71.6,77.0,0.627,0.759
2025-05-19,D018,0.657,0.735,0.485,0.575,170,0.806,32.2,67.1,77.0,0.643,0.827
2025-05-26,D018,0.603,0.639,0.475,0.573,197,0.688,28.8,68.4,73.1,0.657,0.805
2025-06-02,D018,0.604,0.656,0.419,0.57,223,0.722,32.3,63.6,71.8,0.645,0.892
2025-06-09,D018,0.746,0.619,0.523,0.608,181,0.677,33.6,71.0,68.9,0.661,0.938
2025-06-16,D018,0.715,0.745,0.456,0.579,175,0.648,31.7,66.4,70.4,0.629,0.859
2025-06-23,D018,0.646,0.611,0.378,0.588,204,0.684,33.2,64.6,65.3,0.677,0.837
2025-06-30,D018,0.68,0.692,0.432,0.601,189,0.758,34.7,74.6,71.3,0.6,0.751
2025-07-07,D018,0.596,0.66,0.393,0.564,201,0.674,35.3,65.2,59.6,0.651,0.77
2025-07-14,D018,0.674,0.621,0.484,0.538,220,0.614,27.3,68.7,74.9,0.612,0.875
2025-07-21,D018,0.587,0.659,0.5,0.566,210,0.723,34.7,72.3,70.7,0.685,0.943
2025-07-28,D018,0.682,0.792,0.399,0.664,191,0.743,31.9,70.6,74.2,0.603,0.829
2025-08-04,D018,0.681,0.623,0.522,0.616,206,0.743,30.8,69.5,70.1,0.646,0.67
2025-08-11,D018,0.594,0.644,0.443,0.692,181,0.751,33.5,64.3,66.5,0.592,0.776
2025-08-18,D018,0.651,0.722,0.491,0.597,177,0.721,29.4,69.5,71.7,0.645,0.773
2025-08-25,D018,0.679,0.614,0.406,0.524,154,0.703,28.2,69.8,80.2,0.711,0.823
2025-09-01,D018,0.636,0.614,0.453,0.566,187,0.746,30.2,71.3,71.0,0.669,0.769
2025-03-10,D019,0.406,0.348,0.212,0.265,96,0.406,42.0,82.6,104.0,0.425,0.54
2025-03-17,D019,0.352,0.259,0.214,0.237,90,0.334,39.1,86.5,98.2,0.451,0.551
2025-03-24,D019,0.371,0.298,0.193,0.25,77,0.389,45.7,76.9,97.4,0.42,0.517
2025-03-31,D019,0.372,0.324,0.236,0.317,65,0.335,44.0,86.0,97.8,0.442,0.604
2025-04-07,D019,0.416,0.36,0.275,0.264,80,0.376,47.6,82.7,104.2,0.422,0.546
2025-04-14,D019,0.351,0.353,0.25,0.302,81,0.428,41.5,83.8,97.2,0.458,0.621
2025-04-21,D019,0.361,0.354,0.207,0.279,93,0.405,39.8,84.8,102.8,0.44,0.479
2025-04-28,D019,0.405,0.296,0.199,0.305,79,0.44,44.5,93.7,92.2,0.446,0.4
2025-05-05,D019,0.452,0.232,0.194,0.268,89,0.436,46.4,88.7,94.2,0.434,0.526
2025-05-12,D019,0.444,0.271,0.281,0.239,86,0.352,50.6,86.3,92.2,0.506,0.494
2025-05-19,D019,0.451,0.337,0.24,0.34,77,0.398,45.3,78.9,101.8,0.462,0.552
2025-05-26,D019,0.392,0.297,0.208,0.246,63,0.45,43.9,91.0,90.7,0.384,0.56
2025-06-02,D019,0.378,0.443,0.168,0.298,75,0.391,40.2,85.8,102.6,0.418,0.516
2025-06-09,D019,0.459,0.254,0.282,0.304,77,0.47,38.6,80.4,89.7,0.46,0.603
2025-06-16,D019,0.376,0.165,0.22,0.294,87,0.434,42.3,88.8,90.9,0.469,0.556
2025-06-23,D019,0.366,0.237,0.213,0.349,72,0.408,42.9,86.1,95.7,0.438,0.487
2025-06-30,D019,0.386,0.293,0.243,0.39,79,0.401,49.6,91.9,91.8,0.399,0.572
2025-07-07,D019,0.362,0.351,0.203,0.273,83,0.367,38.9,85.0,89.4,0.371,0.575
2025-07-14,D019,0.393,0.285,0.229,0.309,88,0.386,42.4,84.0,96.9,0.452,0.58
2025-07-21,D019,0.392,0.349,0.201,0.338,86,0.44,43.7,89.0,99.6,0.418,0.523
2025-07-28,D019,0.445,0.262,0.184,0.283,87,0.419,38.9,91.1,102.3,0.403,0.52
2025-08-04,D019,0.461,0.326,0.191,0.283,58,0.342,46.2,84.1,98.3,0.462,0.629
2025-08-11,D019,0.404,0.254,0.209,0.27,67,0.512,44.3,86.1,91.1,0.449,0.47
2025-08-18,D019,0.381,0.278,0.189,0.222,96,0.459,38.8,98.0,95.1,0.41,0.548
2025-08-25,D019,0.359,0.375,0.19,0.251,86,0.348,42.2,82.8,94.3,0.524,0.513
2025-09-01,D019,0.339,0.326,0.193,0.263,64,0.322,41.9,85.6,106.5,0.468,0.587
2025-03-10,D020,0.474,0.32,0.211,0.38,94,0.366,35.0,80.2,88.0,0.454,0.632
2025-03-17,D020,0.391,0.308,0.15,0.316,77,0.424,34.9,74.5,88.2,0.491,0.578
2025-03-24,D020,0.399,0.405,0.276,0.255,85,0.442,35.1,78.2,86.4,0.502,0.573
2025-03-31,D020,0.422,0.355,0.251,0.246,96,0.428,41.4,76.7,94.7,0.498,0.599
2025-04-07,D020,0.402,0.295,0.235,0.372,77,0.431,35.0,75.5,78.9,0.473,0.632
2025-04-14,D020,0.463,0.356,0.225,0.213,94,0.436,36.5,71.3,77.1,0.495,0.548
2025-04-21,D020,0.46,0.295,0.23,0.305,75,0.476,32.9,78.9,78.6,0.484,0.67
2025-04-28,D020,0.477,0.352,0.243,0.209,84,0.459,38.5,74.5,91.2,0.473,0.627
2025-05-05,D020,0.402,0.331,0.25,0.281,97,0.35,35.5,78.4,74.5,0.487,0.542
2025-05-12,D020,0.46,0.344,0.204,0.291,97,0.438,40.2,80.8,78.1,0.46,0.544
2025-05-19,D020,0.44,0.421,0.254,0.322,95,0.422,38.5,71.9,78.2,0.503,0.658
2025-05-26,D020,0.467,0.408,0.205,0.343,91,0.446,33.8,74.6,88.6,0.456,0.674
2025-06-02,D020,0.394,0.415,0.227,0.319,90,0.4,37.6,79.7,84.6,0.494,0.63
2025-06-09,D020,0.376,0.354,0.262,0.327,110,0.413,36.7,78.0,81.5,0.474,0.636
2025-06-16,D020,0.484,0.39,0.266,0.246,101,0.437,35.2,78.0,87.4,0.472,0.564
2025-06-23,D020,0.363,0.337,0.194,0.336,91,0.447,39.1,75.7,79.2,0.497,0.605
2025-06-30,D020,0.479,0.323,0.233,0.236,75,0.44,38.5,74.9,80.4,0.422,0.608
2025-07-07,D020,0.548,0.366,0.312,0.25,94,0.464,43.2,85.8,82.1,0.461,0.61
2025-07-14,D020,0.42,0.351,0.137,0.312,90,0.401,39.1,81.8,83.1,0.447,0.598
2025-07-21,D020,0.449,0.3,0.244,0.318,108,0.46,39.7,72.5,84.3,0.487,0.691
2025-07-28,D020,0.366,0.35,0.284,0.266,76,0.439,40.0,75.6,83.2,0.487,0.619
2025-08-04,D020,0.487,0.419,0.308,0.245,81,0.494,41.2,77.2,87.4,0.514,0.533
2025-08-11,D020,0.396,0.342,0.185,0.307,100,0.435,42.5,82.2,82.7,0.518,0.637
2025-08-18,D020,0.431,0.425,0.216,0.32,98,0.441,40.0,74.6,83.5,0.502,0.632
2025-08-25,D020,0.457,0.314,0.271,0.307,99,0.52,38.0,84.6,84.5,0.477,0.634
2025-09-01,D020,0.539,0.308,0.271,0.307,90,0.384,38.0,77.6,79.4,0.458,0.589
2025-03-10,D021,0.803,0.764,0.624,0.735,188,0.818,26.1,64.3,69.8,0.739,0.955
2025-03-17,D021,0.759,0.807,0.524,0.685,217,0.814,33.7,72.7,68.1,0.715,0.876
2025-03-24,D021,0.766,0.767,0.538,0.675,197,0.787,28.6,57.3,64.7,0.691,0.951
2025-03-31,D021,0.76,0.704,0.51,0.768,202,0.803,29.9,64.1,64.0,0.7,0.987
2025-04-07,D021,0.791,0.738,0.514,0.721,149,0.759,26.2,75.6,67.0,0.733,0.897
2025-04-14,D021,0.738,0.748,0.52,0.77,205,0.699,23.8,63.9,64.3,0.681,0.81
2025-04-21,D021,0.737,0.741,0.632,0.747,234,0.818,23.8,62.4,70.7,0.734,0.796
2025-04-28,D021,0.746,0.847,0.618,0.632,240,0.755,32.1,58.4,68.7,0.694,0.865
2025-05-05,D021,0.826,0.8,0.564,0.627,234,0.804,34.0,58.7,60.3,0.723,0.914
2025-05-12,D021,0.693,0.681,0.604,0.718,154,0.821,29.8,58.5,69.1,0.708,0.773
2025-05-19,D021,0.724,0.75,0.499,0.695,213,0.777,26.9,63.7,65.6,0.695,0.85
2025-05-26,D021,0.829,0.708,0.505,0.645,230,0.752,25.8,70.2,64.3,0.688,0.906
